FEATHERS				0   000 000 000 000 	000 000 000 000	000		000 000 000			000 000 000 000	000 	    0	000 000	000	0
TVSCREEN				0   000 000 000 000 	000 000 000 000	000		000 000 000			000 000 000 000	000 	    0	000 000	000	0
																																	
GLASS					000 000 000 000 000		00  00  00  00	00		00  00  00			00	00 000 000	00			0	00	00	00	0
GLASS_BULLETPROOF		0   000 000 000 000 	000 000 000 000	000		000 000 000			000 000 000 000	000 	    0	000 000	00	0
																																	
CAR_METAL				0   000 000 000 000 	000 000 000 000	000		000 000 000			000 000 000 000	000 	    0	000 000	000	0
CAR_PLASTIC				0   000 000 000 000 	000 000 000 000	000		000 000 000			000 000 000 000	000 	    0	000 000	000	0
CAR_GLASS				000 000 000 000 000		00  00  00  00	00		00  00  00			00	00  000 000	00			0	00	00	00	0
																																	
PUDDLE					0   0	0   0	0		000 000 000 000	000		000 000 000			000 000 000	0	0	    	0	0   000	000	0

LIQUID_WATER			0   0	0   0	0		000 000 000 000	000		000 000 000			000 000 000	0	0	    	0	0   000	000	0
LIQUID_BLOOD			0   0	0   0	0		000 000 000 000	000		000 000 000			000 000 000 0	0	    	0	0   000	000	0
LIQUID_OIL				0   0	0   0	0		000 000 000 000	000		000 000 000			000 000 000 0	0	    	0	0   000	000	0
LIQUID_PETROL			0   0	0   0	0		000 000 000 000	000		000 000 000			000 000 000 0	0	    	0	0   000	000	0
LIQUID_MUD				0   0	0   0	0		000 000 000 000	000		000 000 000			000 000 000 0	0	    	0	0   000	000	0
																																	
FRESH_MEAT				0   0	0   0	0		000 000 000 000	000		000	000	000			000	000	000	000	000			000	000	000	000	0
DRIED_MEAT				0   0	0   0	0		000 000 000 000	000		000	000	000			000	000	000	000	000			000	000	000	000	0
																																	
PED_HEAD				0   0	0   0	0	 	0   0	0   0	0		0   0	0			0   0	0   0	0 	    	0	000 0	0	0
PED_TORSO				0   0	0   0	0 		0   0	0   0	0		0   0	0			0   0	0   0	0 	    	0	000 0	0	0
PED_LIMB				0   0	0   0	0  		0   0	0   0	0		0   0	0			0   0	0   0	0 	    	0	000 0	0	0
PED_FOOT				0   0	0   0	0  		0   0	0   0	0		0   0	0			0   0	0   0	0 	    	0	000 0	0	0
PED_CAPSULE				0   0	0   0	0  		0   0	0   0	0		0   0	0			0   0	0   0	0 	    	0	000	0	0	0
																																	
BRKGLASS_LOOKUP			0   0	0   0	0  		0   0   0   0	0		0   0   0			0   0	0   0	0 	    	0	0   0	0	0


WEAPONFX_TABLE_END



# MATERIAL ENTRIES BELOW: 000


WEAPONFX_INFO_START

#########################################################################################################################################################################################################
#		DECAL INFO ----------------------------------------------------------------------------------------------------------------------------->		PTFX INFO ---------------------------------->	#
# ID	DECAL	<---- STRETCH ----->	RANGE	COL_TINT			SIZE ----->		OVERLAY	DUPLIC	LIFE ----->		FADEIN	EXCLUS	SHOTGUN	---->		FX_SYS					RANGE	FX		LOD		#
#		ID		ID		DOT		MULT			R   G	B	A		MIN		MAX		MAX RAD	REJECT	MIN		MAX				MTL		DECAL	SCALE	    								SCALE	SCALE	#
#########################################################################################################################################################################################################

# BULLETS VS MATERIALS

# GLASS (FIRST HALF OF EACH IS THE NON BLOOD VARIANT - SECOND HALF OF EACH IS THE 'WITH BLOOD' VARIANT - MUST HAVE AN ID UNDER 000 TO WORK)
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.0		0.00	0.0		0.00	-0.0	-0.0	0.0		0		0000	0.0	    	-		00.0	0.0		0.0
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		0000	0.0	    	-		00.0	0.0		0.0	
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		0000	0.0	    	-		00.0	0.0		0.0	
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		0000	0.0	    	-		00.0	0.0		0.0	
00		0000	0000	0.0		0.0		00.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
00		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
00		0000	0000	0.0		0.0		00.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
00		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.0		0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				000.0	0.0		0.0
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				000.0	0.0		0.0
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-			000.0	0.0		0.0
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-			000.0	0.0		0.0
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-						00.0	0.0		0.0
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-						00.0	0.0		0.0
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-			000.0	0.0		0.0
00		0000	0000	0.0		0.0		000.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-			000.0	0.0		0.0



# METAL_CARMETAL
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		-0		0.0	    	-			00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		-0		0.0	    	-			00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-		000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		-0		0.0  	  	-			000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		0000	0.0	    	-			00.0	0.0		0.0


# CONCRETE
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-			00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-			00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.0		0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-		000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-	000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-			00.0	0.0		0.0


# PLASTER
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-		00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-		00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.0		0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-		000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-		000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-		00.0	0.0		0.0


# WOOD
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-		00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-		00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.0		0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-	000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-		000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-		00.0	0.0		0.0


# DEFAULT DECALS (DEFAULT/RUBBER)
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-			00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-			00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-			000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-			00.0	0.0		0.0


# DEFAULT PLASTIC
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-				000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		-0		0.0  	  	-				000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-				00.0	0.0		0.0


# PAPER
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-				000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		-0		0.0  	  	-				000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-				00.0	0.0		0.0


# GRAVEL
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.0		0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-			000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-				000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-				00.0	0.0		0.0
	

# SAND LOOSE
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-			00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-			00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.0		0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-		000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-			000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-			00.0	0.0		0.0


# SAND COMPACT
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.0		0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-			000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-				000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-				00.0	0.0		0.0


# SAND WET AND MUD
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-					00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-					00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.0		0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-			000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-					000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-					00.0	0.0		0.0


# SANDSTONE
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.0		0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-			000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-				000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-				00.0	0.0		0.0


# MATTRESS_FOAM
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.0		0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-				000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-				000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-				00.0	0.0		0.0
                                                                                                                                                       

# GRASS
000		0000	0000	0.0		0.0		00.0	000 000	00	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	00	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	00	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-			000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	00	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	00	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-				00.0	0.0		0.0


# HAY
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-					00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-					00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-					000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-					000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-					00.0	0.0		0.0


# CARDBOARD
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		-0		0.0	    	-			00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		-0		0.0	    	-			00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-			000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.00	-0.0	-0.0	0.0		0		-0		0.0  	  	-			000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-			00.0	0.0		0.0


# DIRT_DRY
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.0		0.00	0.00	0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-			000.0	0.0		0.0
000		0000	0000	0.00	0.0		00.0	000 000	000	000		0.00	0.00	0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0  	  	-				000.0	0.0		0.0
000		0000	0000	0.0		0.0		00.0	000 000	000	000		0.00	0.0		0.0		0.0		-0.0	-0.0	0.0		0		0000	0.0	    	-				00.0	0.0		0.0


# LEAVES_PILE
000		0		0		0.0		0.0		00.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0		0		0.0		0.0		00.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0
000		0		0		0.0		0.0		00.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				000.0	0.0		0.0
000		0		0		0.0		0.0		00.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				000.0	0.0		0.0
000		0		0		0.0		0.0		00.0	000 000	000	000		0.0		0.0		0.0		0.0		-0.0	-0.0	0.0		0		-0		0.0	    	-				00.0	0.0		0.0


# CARPET_FABRIC
